,Inputs,,,,,,,,,,,,,,Outputs,,,,,,
358,2,80,120,0,0,0,0.5,60,140,4,40,160,'***','***',85.6111324009388,92.7519556905634,85.9730883212407,58.0876,200,2.47E-09,6.65E-11
359,2,80,120,0,0,0,0.5,60,140,4,60,140,'***','***',85.6111324009388,0,85.6108986321649,58.0876,200,2.47E-09,4.69E-14
360,2,80,120,0,0,0,0.5,60,140,4,80,120,'***','***',85.6111324009388,0,85.6108986321649,58.1145,200,2.47E-09,4.69E-14
361,2,80,120,0,0,0,0.5,80,120,2,1,199,'***','***',1.4020052248944,91.4270766653157,9.95468353380772,56.3314,200,2.47E-09,2.26E-11
362,2,80,120,0,0,0,0.5,80,120,2,20,180,'***','***',1.4020052248944,91.4217956743143,9.77449951696182,56.3314,200,2.47E-09,2.21E-11
363,2,80,120,0,0,0,0.5,80,120,2,40,160,'***','***',1.4020052248944,91.4052996347082,6.38992870875229,56.3314,200,2.47E-09,1.27E-11
364,2,80,120,0,0,0,0.5,80,120,2,60,140,'***','***',1.4020052248944,0,1.40197899235006,56.3314,200,2.47E-09,4.69E-14
365,2,80,120,0,0,0,0.5,80,120,2,80,120,'***','***',1.4020052248944,0,1.40197899235006,56.34,200,2.47E-09,4.69E-14
366,2,80,120,0,0,0,0.5,80,120,3,1,199,'***','***',1.4020052248944,91.4307517513075,18.1873690235264,57.2137,200,2.47E-09,4.93E-11
367,2,80,120,0,0,0,0.5,80,120,3,20,180,'***','***',1.4020052248944,91.4257975511482,18.0270777657113,57.2137,200,2.47E-09,4.87E-11
368,2,80,120,0,0,0,0.5,80,120,3,40,160,'***','***',1.4020052248944,91.4092857455361,15.2016952104084,57.2137,200,2.47E-09,3.90E-11
369,2,80,120,0,0,0,0.5,80,120,3,60,140,'***','***',1.4020052248944,0,1.40197899235006,57.2137,200,2.47E-09,4.69E-14
370,2,80,120,0,0,0,0.5,80,120,3,80,120,'***','***',1.4020052248944,0,1.40197899235006,57.2312,200,2.47E-09,4.69E-14
371,2,80,120,0,0,0,0.5,80,120,4,1,199,'***','***',1.4020052248944,91.4303774250379,25.1485145162664,58.0959,200,2.47E-09,7.70E-11
372,2,80,120,0,0,0,0.5,80,120,4,20,180,'***','***',1.4020052248944,91.4309898874244,25.0174731177105,58.0959,200,2.47E-09,7.65E-11
373,2,80,120,0,0,0,0.5,80,120,4,40,160,'***','***',1.4020052248944,91.4265029688108,22.6696292224337,58.0959,200,2.47E-09,6.65E-11
374,2,80,120,0,0,0,0.5,80,120,4,60,140,'***','***',1.4020052248944,91.0822283027603,6.89629349851729,58.0959,200,2.47E-09,1.46E-11
375,2,80,120,0,0,0,0.5,80,120,4,80,120,'***','***',1.4020052248944,0,1.40197899235006,58.1226,200,2.47E-09,4.69E-14
376,2,80,120,0,0,0,1,1,199,2,1,199,'***','***',1.4020052248944,86.1025480502154,6.55335680446023,55.8821,200,2.47E-09,2.26E-11
377,2,80,120,0,0,0,1,1,199,2,20,180,'***','***',1.4020052248944,86.0944804819549,6.44081525307117,55.8821,200,2.47E-09,2.21E-11
378,2,80,120,0,0,0,1,1,199,2,40,160,'***','***',1.4020052248944,86.0692887033226,4.35969636964789,55.8821,200,2.47E-09,1.27E-11
379,2,80,120,0,0,0,1,1,199,2,60,140,'***','***',1.4020052248944,0,1.40197899235006,55.8821,200,2.47E-09,4.69E-14
380,2,80,120,0,0,0,1,1,199,2,80,120,'***','***',1.4020052248944,0,1.40197899235006,55.8907,200,2.47E-09,4.69E-14
381,2,80,120,0,0,0,1,1,199,3,1,199,'***','***',1.4020052248944,86.108158509565,11.8934490848081,56.7643,200,2.47E-09,4.93E-11
382,2,80,120,0,0,0,1,1,199,3,20,180,'***','***',1.4020052248944,86.1005896879971,11.7856233400859,56.7643,200,2.47E-09,4.87E-11
383,2,80,120,0,0,0,1,1,199,3,40,160,'***','***',1.4020052248944,86.0753744359443,9.91083204094839,56.7643,200,2.47E-09,3.90E-11
384,2,80,120,0,0,0,1,1,199,3,60,140,'***','***',1.4020052248944,0,1.40197899235006,56.7643,200,2.47E-09,4.69E-14
385,2,80,120,0,0,0,1,1,199,3,80,120,'***','***',1.4020052248944,0,1.40197899235006,56.7817,200,2.47E-09,4.69E-14
386,2,80,120,0,0,0,1,1,199,4,1,199,'***','***',1.4020052248944,86.1075867377795,16.733553560746,57.6464,200,2.47E-09,7.70E-11
387,2,80,120,0,0,0,1,1,199,4,20,180,'***','***',1.4020052248944,86.1085166999401,16.6394911653392,57.6464,200,2.47E-09,7.65E-11
388,2,80,120,0,0,0,1,1,199,4,40,160,'***','***',1.4020052248944,86.1016538493247,14.9738039506032,57.6464,200,2.47E-09,6.65E-11
389,2,80,120,0,0,0,1,1,199,4,60,140,'***','***',1.4020052248944,85.5820359600567,4.66823633457832,57.6464,200,2.47E-09,1.46E-11
390,2,80,120,0,0,0,1,1,199,4,80,120,'***','***',1.4020052248944,0,1.40197899235006,57.673,200,2.47E-09,4.69E-14
391,2,80,120,0,0,0,1,20,180,2,1,199,'***','***',1.4020052248944,86.1025480502154,6.55335680446023,55.8821,200,2.47E-09,2.26E-11
392,2,80,120,0,0,0,1,20,180,2,20,180,'***','***',1.4020052248944,86.0944804819549,6.44081525307117,55.8821,200,2.47E-09,2.21E-11
393,2,80,120,0,0,0,1,20,180,2,40,160,'***','***',1.4020052248944,86.0692887033226,4.35969636964789,55.8821,200,2.47E-09,1.27E-11
394,2,80,120,0,0,0,1,20,180,2,60,140,'***','***',1.4020052248944,0,1.40197899235006,55.8821,200,2.47E-09,4.69E-14
395,2,80,120,0,0,0,1,20,180,2,80,120,'***','***',1.4020052248944,0,1.40197899235006,55.8907,200,2.47E-09,4.69E-14
396,2,80,120,0,0,0,1,20,180,3,1,199,'***','***',1.4020052248944,86.108158509565,11.8934490848081,56.7643,200,2.47E-09,4.93E-11
397,2,80,120,0,0,0,1,20,180,3,20,180,'***','***',1.4020052248944,86.1005896879971,11.7856233400859,56.7643,200,2.47E-09,4.87E-11
398,2,80,120,0,0,0,1,20,180,3,40,160,'***','***',1.4020052248944,86.0753744359443,9.91083204094839,56.7643,200,2.47E-09,3.90E-11
399,2,80,120,0,0,0,1,20,180,3,60,140,'***','***',1.4020052248944,0,1.40197899235006,56.7643,200,2.47E-09,4.69E-14
400,2,80,120,0,0,0,1,20,180,3,80,120,'***','***',1.4020052248944,0,1.40197899235006,56.7817,200,2.47E-09,4.69E-14
401,2,80,120,0,0,0,1,20,180,4,1,199,'***','***',1.4020052248944,86.1075867377795,16.733553560746,57.6464,200,2.47E-09,7.70E-11
402,2,80,120,0,0,0,1,20,180,4,20,180,'***','***',1.4020052248944,86.1085166999401,16.6394911653392,57.6464,200,2.47E-09,7.65E-11
403,2,80,120,0,0,0,1,20,180,4,40,160,'***','***',1.4020052248944,86.1016538493247,14.9738039506032,57.6464,200,2.47E-09,6.65E-11
404,2,80,120,0,0,0,1,20,180,4,60,140,'***','***',1.4020052248944,85.5820359600567,4.66823633457832,57.6464,200,2.47E-09,1.46E-11
405,2,80,120,0,0,0,1,20,180,4,80,120,'***','***',1.4020052248944,0,1.40197899235006,57.673,200,2.47E-09,4.69E-14
406,2,80,120,0,0,0,1,40,160,2,1,199,'***','***',1.4020052248944,86.1025480502154,6.55335680446023,55.8821,200,2.47E-09,2.26E-11
407,2,80,120,0,0,0,1,40,160,2,20,180,'***','***',1.4020052248944,86.0944804819549,6.44081525307117,55.8821,200,2.47E-09,2.21E-11
408,2,80,120,0,0,0,1,40,160,2,40,160,'***','***',1.4020052248944,86.0692887033226,4.35969636964789,55.8821,200,2.47E-09,1.27E-11
409,2,80,120,0,0,0,1,40,160,2,60,140,'***','***',1.4020052248944,0,1.40197899235006,55.8821,200,2.47E-09,4.69E-14
410,2,80,120,0,0,0,1,40,160,2,80,120,'***','***',1.4020052248944,0,1.40197899235006,55.8907,200,2.47E-09,4.69E-14
411,2,80,120,0,0,0,1,40,160,3,1,199,'***','***',1.4020052248944,86.108158509565,11.8934490848081,56.7643,200,2.47E-09,4.93E-11
412,2,80,120,0,0,0,1,40,160,3,20,180,'***','***',1.4020052248944,86.1005896879971,11.7856233400859,56.7643,200,2.47E-09,4.87E-11
413,2,80,120,0,0,0,1,40,160,3,40,160,'***','***',1.4020052248944,86.0753744359443,9.91083204094839,56.7643,200,2.47E-09,3.90E-11
414,2,80,120,0,0,0,1,40,160,3,60,140,'***','***',1.4020052248944,0,1.40197899235006,56.7643,200,2.47E-09,4.69E-14
415,2,80,120,0,0,0,1,40,160,3,80,120,'***','***',1.4020052248944,0,1.40197899235006,56.7817,200,2.47E-09,4.69E-14
416,2,80,120,0,0,0,1,40,160,4,1,199,'***','***',1.4020052248944,86.1075867377795,16.733553560746,57.6464,200,2.47E-09,7.70E-11
417,2,80,120,0,0,0,1,40,160,4,20,180,'***','***',1.4020052248944,86.1085166999401,16.6394911653392,57.6464,200,2.47E-09,7.65E-11
418,2,80,120,0,0,0,1,40,160,4,40,160,'***','***',1.4020052248944,86.1016538493247,14.9738039506032,57.6464,200,2.47E-09,6.65E-11
419,2,80,120,0,0,0,1,40,160,4,60,140,'***','***',1.4020052248944,85.5820359600567,4.66823633457832,57.6464,200,2.47E-09,1.46E-11
420,2,80,120,0,0,0,1,40,160,4,80,120,'***','***',1.4020052248944,0,1.40197899235006,57.673,200,2.47E-09,4.69E-14
421,2,80,120,0,0,0,1,60,140,2,1,199,'***','***',1.4020052248944,86.1025480502154,6.55335680446023,55.8821,200,2.47E-09,2.26E-11
422,2,80,120,0,0,0,1,60,140,2,20,180,'***','***',1.4020052248944,86.0944804819549,6.44081525307117,55.8821,200,2.47E-09,2.21E-11
423,2,80,120,0,0,0,1,60,140,2,40,160,'***','***',1.4020052248944,86.0692887033226,4.35969636964789,55.8821,200,2.47E-09,1.27E-11
424,2,80,120,0,0,0,1,60,140,2,60,140,'***','***',1.4020052248944,0,1.40197899235006,55.8821,200,2.47E-09,4.69E-14
425,2,80,120,0,0,0,1,60,140,2,80,120,'***','***',1.4020052248944,0,1.40197899235006,55.8907,200,2.47E-09,4.69E-14
426,2,80,120,0,0,0,1,60,140,3,1,199,'***','***',1.4020052248944,86.108158509565,11.8934490848081,56.7643,200,2.47E-09,4.93E-11
427,2,80,120,0,0,0,1,60,140,3,20,180,'***','***',1.4020052248944,86.1005896879971,11.7856233400859,56.7643,200,2.47E-09,4.87E-11
428,2,80,120,0,0,0,1,60,140,3,40,160,'***','***',1.4020052248944,86.0753744359443,9.91083204094839,56.7643,200,2.47E-09,3.90E-11
429,2,80,120,0,0,0,1,60,140,3,60,140,'***','***',1.4020052248944,0,1.40197899235006,56.7643,200,2.47E-09,4.69E-14
430,2,80,120,0,0,0,1,60,140,3,80,120,'***','***',1.4020052248944,0,1.40197899235006,56.7817,200,2.47E-09,4.69E-14
431,2,80,120,0,0,0,1,60,140,4,1,199,'***','***',1.4020052248944,86.1075867377795,16.733553560746,57.6464,200,2.47E-09,7.70E-11
432,2,80,120,0,0,0,1,60,140,4,20,180,'***','***',1.4020052248944,86.1085166999401,16.6394911653392,57.6464,200,2.47E-09,7.65E-11
433,2,80,120,0,0,0,1,60,140,4,40,160,'***','***',1.4020052248944,86.1016538493247,14.9738039506032,57.6464,200,2.47E-09,6.65E-11
434,2,80,120,0,0,0,1,60,140,4,60,140,'***','***',1.4020052248944,85.5820359600567,4.66823633457832,57.6464,200,2.47E-09,1.46E-11
435,2,80,120,0,0,0,1,60,140,4,80,120,'***','***',1.4020052248944,0,1.40197899235006,57.673,200,2.47E-09,4.69E-14
436,2,80,120,0,0,0,1,80,120,2,1,199,'***','***',1.4020052248944,86.1025480502154,6.55335680446023,55.8821,200,2.47E-09,2.26E-11
437,2,80,120,0,0,0,1,80,120,2,20,180,'***','***',1.4020052248944,86.0944804819549,6.44081525307117,55.8821,200,2.47E-09,2.21E-11
438,2,80,120,0,0,0,1,80,120,2,40,160,'***','***',1.4020052248944,86.0692887033226,4.35969636964789,55.8821,200,2.47E-09,1.27E-11
439,2,80,120,0,0,0,1,80,120,2,60,140,'***','***',1.4020052248944,0,1.40197899235006,55.8821,200,2.47E-09,4.69E-14
440,2,80,120,0,0,0,1,80,120,2,80,120,'***','***',1.4020052248944,0,1.40197899235006,55.8907,200,2.47E-09,4.69E-14
441,2,80,120,0,0,0,1,80,120,3,1,199,'***','***',1.4020052248944,86.108158509565,11.8934490848081,56.7643,200,2.47E-09,4.93E-11
442,2,80,120,0,0,0,1,80,120,3,20,180,'***','***',1.4020052248944,86.1005896879971,11.7856233400859,56.7643,200,2.47E-09,4.87E-11
443,2,80,120,0,0,0,1,80,120,3,40,160,'***','***',1.4020052248944,86.0753744359443,9.91083204094839,56.7643,200,2.47E-09,3.90E-11
444,2,80,120,0,0,0,1,80,120,3,60,140,'***','***',1.4020052248944,0,1.40197899235006,56.7643,200,2.47E-09,4.69E-14
445,2,80,120,0,0,0,1,80,120,3,80,120,'***','***',1.4020052248944,0,1.40197899235006,56.7817,200,2.47E-09,4.69E-14
446,2,80,120,0,0,0,1,80,120,4,1,199,'***','***',1.4020052248944,86.1075867377795,16.733553560746,57.6464,200,2.47E-09,7.70E-11
447,2,80,120,0,0,0,1,80,120,4,20,180,'***','***',1.4020052248944,86.1085166999401,16.6394911653392,57.6464,200,2.47E-09,7.65E-11
448,2,80,120,0,0,0,1,80,120,4,40,160,'***','***',1.4020052248944,86.1016538493247,14.9738039506032,57.6464,200,2.47E-09,6.65E-11
449,2,80,120,0,0,0,1,80,120,4,60,140,'***','***',1.4020052248944,85.5820359600567,4.66823633457832,57.6464,200,2.47E-09,1.46E-11
450,2,80,120,0,0,0,1,80,120,4,80,120,'***','***',1.4020052248944,0,1.40197899235006,57.673,200,2.47E-09,4.69E-14
451,1,90,60,1,67,120,0.01,1,336,2,1,336,'***','***',0,0,0,56.7565,337,2.47E-09,4.50E-11
452,1,90,60,1,67,120,0.01,1,336,2,20,317,'***','***',0,0,0,56.7565,337,2.47E-09,4.48E-11
453,1,90,60,1,67,120,0.01,1,336,2,40,297,'***','***',0,0,0,56.7565,337,2.47E-09,4.33E-11
454,1,90,60,1,67,120,0.01,1,336,2,60,277,'***','***',0,12.8915982913111,0.208131895639725,56.7565,337,2.47E-09,3.54E-11
455,1,90,60,1,67,120,0.01,1,336,2,80,257,'***','***',0,0,0,56.7565,337,2.47E-09,1.88E-11
456,1,90,60,1,67,120,0.01,1,336,3,1,336,'***','***',0,0,0,57.6386,337,2.47E-09,7.24E-11
457,1,90,60,1,67,120,0.01,1,336,3,20,317,'***','***',0,0,0,57.6386,337,2.47E-09,7.21E-11
458,1,90,60,1,67,120,0.01,1,336,3,40,297,'***','***',0,0,0,57.6386,337,2.47E-09,7.02E-11
459,1,90,60,1,67,120,0.01,1,336,3,60,277,'***','***',0,0,0,57.6386,337,2.47E-09,6.21E-11
460,1,90,60,1,67,120,0.01,1,336,3,80,257,'***','***',0,23.5687092517708,0.46496212989885,57.6386,337,2.47E-09,3.81E-11
461,1,90,60,1,67,120,0.01,1,336,4,1,336,'***','***',0,0,0,58.5207,337,2.47E-09,1.01E-10
462,1,90,60,1,67,120,0.01,1,336,4,20,317,'***','***',0,0,0,58.5207,337,2.47E-09,1.00E-10
463,1,90,60,1,67,120,0.01,1,336,4,40,297,'***','***',0,0,0,58.5207,337,2.47E-09,9.82E-11
464,1,90,60,1,67,120,0.01,1,336,4,60,277,'***','***',0,4.21112278933744,0.153789924213177,58.5207,337,2.47E-09,8.98E-11
465,1,90,60,1,67,120,0.01,1,336,4,80,257,'***','***',0,15.1276322132039,0.459489245685094,58.5207,337,2.47E-09,6.58E-11
466,1,90,60,1,67,120,0.01,20,317,2,1,336,'***','***',0,0,0,56.7565,337,2.47E-09,4.08E-11
467,1,90,60,1,67,120,0.01,20,317,2,20,317,'***','***',0,0,0,56.7565,337,2.47E-09,4.07E-11
468,1,90,60,1,67,120,0.01,20,317,2,40,297,'***','***',0,0,0,56.7565,337,2.47E-09,3.88E-11
469,1,90,60,1,67,120,0.01,20,317,2,60,277,'***','***',0,0,0,56.7565,337,2.47E-09,2.88E-11
470,1,90,60,1,67,120,0.01,20,317,2,80,257,'***','***',0,0,0,56.7565,337,2.47E-09,1.50E-11
471,1,90,60,1,67,120,0.01,20,317,3,1,336,'***','***',0,0,0,57.6386,337,2.47E-09,6.80E-11
472,1,90,60,1,67,120,0.01,20,317,3,20,317,'***','***',0,0,0,57.6386,337,2.47E-09,6.79E-11
473,1,90,60,1,67,120,0.01,20,317,3,40,297,'***','***',0,0,0,57.6386,337,2.47E-09,6.54E-11
474,1,90,60,1,67,120,0.01,20,317,3,60,277,'***','***',0,0,0,57.6386,337,2.47E-09,5.53E-11
475,1,90,60,1,67,120,0.01,20,317,3,80,257,'***','***',0,0,0,57.6386,337,2.47E-09,2.74E-11
476,1,90,60,1,67,120,0.01,20,317,4,1,336,'***','***',0,0,0,58.5208,337,2.47E-09,9.63E-11
477,1,90,60,1,67,120,0.01,20,317,4,20,317,'***','***',0,0,0,58.5208,337,2.47E-09,9.62E-11
478,1,90,60,1,67,120,0.01,20,317,4,40,297,'***','***',0,0,0,58.5208,337,2.47E-09,9.33E-11
479,1,90,60,1,67,120,0.01,20,317,4,60,277,'***','***',0,0,0,58.5208,337,2.47E-09,8.30E-11
480,1,90,60,1,67,120,0.01,20,317,4,80,257,'***','***',0,18.9332475110868,0.504673288543048,58.5208,337,2.47E-09,5.49E-11
481,1,90,60,1,67,120,0.01,40,297,2,1,336,'***','***',0,0,0,56.7566,337,2.47E-09,3.10E-11
482,1,90,60,1,67,120,0.01,40,297,2,20,317,'***','***',0,0,0,56.7566,337,2.47E-09,3.08E-11
483,1,90,60,1,67,120,0.01,40,297,2,40,297,'***','***',0,0,0,56.7566,337,2.47E-09,2.89E-11
484,1,90,60,1,67,120,0.01,40,297,2,60,277,'***','***',0,0,0,56.7566,337,2.47E-09,1.12E-11
485,1,90,60,1,67,120,0.01,40,297,2,80,257,'***','***',0,0,0,56.7566,337,2.47E-09,5.37E-12
486,1,90,60,1,67,120,0.01,40,297,3,1,336,'***','***',0,0,0,57.6387,337,2.47E-09,5.78E-11
487,1,90,60,1,67,120,0.01,40,297,3,20,317,'***','***',0,0,0,57.6387,337,2.47E-09,5.76E-11
488,1,90,60,1,67,120,0.01,40,297,3,40,297,'***','***',0,0,0,57.6387,337,2.47E-09,5.51E-11
489,1,90,60,1,67,120,0.01,40,297,3,60,277,'***','***',0,14.6750909399955,0.254010718599123,57.6387,337,2.47E-09,3.72E-11
490,1,90,60,1,67,120,0.01,40,297,3,80,257,'***','***',0,0,0,57.6387,337,2.47E-09,5.37E-12
491,1,90,60,1,67,120,0.01,40,297,4,1,336,'***','***',0,0,0,58.5208,337,2.47E-09,8.57E-11
492,1,90,60,1,67,120,0.01,40,297,4,20,317,'***','***',0,0,0,58.5208,337,2.47E-09,8.54E-11
493,1,90,60,1,67,120,0.01,40,297,4,40,297,'***','***',0,0,0,58.5208,337,2.47E-09,8.29E-11
494,1,90,60,1,67,120,0.01,40,297,4,60,277,'***','***',0,0,0,58.5208,337,2.47E-09,6.44E-11
495,1,90,60,1,67,120,0.01,40,297,4,80,257,'***','***',0,21.2622487730935,0.267755804023256,58.5208,337,2.47E-09,2.48E-11
496,1,90,60,1,67,120,0.01,60,277,2,1,336,'***','***',0,0,0,56.7567,337,2.47E-09,2.41E-11
497,1,90,60,1,67,120,0.01,60,277,2,20,317,'***','***',0,0,0,56.7567,337,2.47E-09,2.40E-11
498,1,90,60,1,67,120,0.01,60,277,2,40,297,'***','***',0,0,0,56.7567,337,2.47E-09,2.35E-11
499,1,90,60,1,67,120,0.01,60,277,2,60,277,'***','***',0,0,0,56.7567,337,2.47E-09,1.30E-11
500,1,90,60,1,67,120,0.01,60,277,2,80,257,'***','***',0,0,0,56.7567,337,2.47E-09,2.53E-14
501,1,90,60,1,67,120,0.01,60,277,3,1,336,'***','***',0,0,0,57.6388,337,2.47E-09,5.10E-11
502,1,90,60,1,67,120,0.01,60,277,3,20,317,'***','***',0,0,0,57.6388,337,2.47E-09,5.10E-11
503,1,90,60,1,67,120,0.01,60,277,3,40,297,'***','***',0,0,0,57.6388,337,2.47E-09,5.05E-11
504,1,90,60,1,67,120,0.01,60,277,3,60,277,'***','***',0,0,0,57.6388,337,2.47E-09,3.59E-11
505,1,90,60,1,67,120,0.01,60,277,3,80,257,'***','***',0,0,0,57.6388,337,2.47E-09,2.53E-14
506,1,90,60,1,67,120,0.01,60,277,4,1,336,'***','***',0,0,0,58.521,337,2.47E-09,7.89E-11
507,1,90,60,1,67,120,0.01,60,277,4,20,317,'***','***',0,0,0,58.521,337,2.47E-09,7.89E-11
508,1,90,60,1,67,120,0.01,60,277,4,40,297,'***','***',0,0,0,58.521,337,2.47E-09,7.83E-11
509,1,90,60,1,67,120,0.01,60,277,4,60,277,'***','***',0,0,0,58.521,337,2.47E-09,6.12E-11
510,1,90,60,1,67,120,0.01,60,277,4,80,257,'***','***',0,0,0,58.521,337,2.47E-09,2.53E-14
511,1,90,60,1,67,120,0.01,80,257,2,1,336,'***','***',0,0,0,56.7569,337,2.47E-09,2.41E-11
512,1,90,60,1,67,120,0.01,80,257,2,20,317,'***','***',0,0,0,56.7569,337,2.47E-09,2.40E-11
513,1,90,60,1,67,120,0.01,80,257,2,40,297,'***','***',0,0,0,56.7569,337,2.47E-09,2.35E-11
514,1,90,60,1,67,120,0.01,80,257,2,60,277,'***','***',0,0,0,56.7569,337,2.47E-09,2.12E-11
515,1,90,60,1,67,120,0.01,80,257,2,80,257,'***','***',0,0,0,56.7569,337,2.47E-09,2.53E-14
516,1,90,60,1,67,120,0.01,80,257,3,1,336,'***','***',0,0,0,57.639,337,2.47E-09,5.10E-11
517,1,90,60,1,67,120,0.01,80,257,3,20,317,'***','***',0,0,0,57.639,337,2.47E-09,5.10E-11
518,1,90,60,1,67,120,0.01,80,257,3,40,297,'***','***',0,0,0,57.639,337,2.47E-09,5.05E-11
519,1,90,60,1,67,120,0.01,80,257,3,60,277,'***','***',0,0,0,57.639,337,2.47E-09,4.81E-11
520,1,90,60,1,67,120,0.01,80,257,3,80,257,'***','***',0,0,0,57.639,337,2.47E-09,1.44E-11
521,1,90,60,1,67,120,0.01,80,257,4,1,336,'***','***',0,0,0,58.5211,337,2.47E-09,7.89E-11
522,1,90,60,1,67,120,0.01,80,257,4,20,317,'***','***',0,0,0,58.5211,337,2.47E-09,7.89E-11
523,1,90,60,1,67,120,0.01,80,257,4,40,297,'***','***',0,0,0,58.5211,337,2.47E-09,7.83E-11
524,1,90,60,1,67,120,0.01,80,257,4,60,277,'***','***',0,7.07166939137628,0.225779201212373,58.5211,337,2.47E-09,7.58E-11
525,1,90,60,1,67,120,0.01,80,257,4,80,257,'***','***',0,13.2789034776444,0.229965281524222,58.5211,337,2.47E-09,3.78E-11
526,1,90,60,1,67,120,0.05,1,336,2,1,336,'***','***',0,0,0,56.7208,337,2.47E-09,4.63E-11
527,1,90,60,1,67,120,0.05,1,336,2,20,317,'***','***',0,0,0,56.7208,337,2.47E-09,4.62E-11
528,1,90,60,1,67,120,0.05,1,336,2,40,297,'***','***',0,10.0260398945585,0.199549528373361,56.7208,337,2.47E-09,4.52E-11
529,1,90,60,1,67,120,0.05,1,336,2,60,277,'***','***',0,10.7871535208354,0.195471833348203,56.7208,337,2.47E-09,4.07E-11
530,1,90,60,1,67,120,0.05,1,336,2,80,257,'***','***',0,4.08434779167091,0.047968860608111,56.7208,337,2.47E-09,2.82E-11
531,1,90,60,1,67,120,0.05,1,336,3,1,336,'***','***',0,54.3161239170652,3.33558162247069,57.603,337,2.47E-09,7.39E-11
532,1,90,60,1,67,120,0.05,1,336,3,20,317,'***','***',0,29.9185983369651,1.22024080152335,57.603,337,2.47E-09,7.37E-11
533,1,90,60,1,67,120,0.05,1,336,3,40,297,'***','***',0,0,0,57.603,337,2.47E-09,7.24E-11
534,1,90,60,1,67,120,0.05,1,336,3,60,277,'***','***',0,27.0096303381155,0.977416950968749,57.603,337,2.47E-09,6.78E-11
535,1,90,60,1,67,120,0.05,1,336,3,80,257,'***','***',0,2.1276756121034,0.047485528818684,57.603,337,2.47E-09,5.53E-11
536,1,90,60,1,67,120,0.05,1,336,4,1,336,'***','***',0,57.4777021196439,5.10585590373238,58.4851,337,2.47E-09,1.03E-10
537,1,90,60,1,67,120,0.05,1,336,4,20,317,'***','***',0,46.6068538830142,3.34903410962736,58.4851,337,2.47E-09,1.02E-10
538,1,90,60,1,67,120,0.05,1,336,4,40,297,'***','***',0,1.84429660580889,0.073376103830594,58.4851,337,2.47E-09,1.01E-10
539,1,90,60,1,67,120,0.05,1,336,4,60,277,'***','***',0,15.3165051122652,0.669859459765374,58.4851,337,2.47E-09,9.58E-11
540,1,90,60,1,67,120,0.05,1,336,4,80,257,'***','***',0,9.83589326900151,0.353645066183977,58.4851,337,2.47E-09,8.32E-11
541,1,90,60,1,67,120,0.05,20,317,2,1,336,'***','***',0,5.6508871280453,0.100367317878951,56.7208,337,2.47E-09,4.22E-11
542,1,90,60,1,67,120,0.05,20,317,2,20,317,'***','***',0,0,0,56.7208,337,2.47E-09,4.22E-11
543,1,90,60,1,67,120,0.05,20,317,2,40,297,'***','***',0,0,0,56.7208,337,2.47E-09,4.09E-11
544,1,90,60,1,67,120,0.05,20,317,2,60,277,'***','***',0,12.1857434401407,0.19314354845074,56.7208,337,2.47E-09,3.50E-11
545,1,90,60,1,67,120,0.05,20,317,2,80,257,'***','***',0,20.2842780452554,0.204531919551683,56.7208,337,2.47E-09,2.01E-11
546,1,90,60,1,67,120,0.05,20,317,3,1,336,'***','***',0,40.6875606961134,1.84480576013313,57.603,337,2.47E-09,6.97E-11
547,1,90,60,1,67,120,0.05,20,317,3,20,317,'***','***',0,23.3472589164206,0.827065704227784,57.603,337,2.47E-09,6.96E-11
548,1,90,60,1,67,120,0.05,20,317,3,40,297,'***','***',0,8.99189439742526,0.263142005518277,57.603,337,2.47E-09,6.79E-11
549,1,90,60,1,67,120,0.05,20,317,3,60,277,'***','***',0,18.9741268145929,0.568523622860058,57.603,337,2.47E-09,6.19E-11
550,1,90,60,1,67,120,0.05,20,317,3,80,257,'***','***',0,9.78580527773275,0.202036372122872,57.603,337,2.47E-09,4.71E-11
551,1,90,60,1,67,120,0.05,20,317,4,1,336,'***','***',0,49.0527439277792,3.5446304751372,58.4851,337,2.47E-09,9.82E-11
552,1,90,60,1,67,120,0.05,20,317,4,20,317,'***','***',0,31.5251850233505,1.72694427856765,58.4851,337,2.47E-09,9.82E-11
553,1,90,60,1,67,120,0.05,20,317,4,40,297,'***','***',0,0,0,58.4851,337,2.47E-09,9.60E-11
554,1,90,60,1,67,120,0.05,20,317,4,60,277,'***','***',0,18.8148549677038,0.805796157874531,58.4851,337,2.47E-09,8.99E-11
555,1,90,60,1,67,120,0.05,20,317,4,80,257,'***','***',0,6.3736355085353,0.199838299077422,58.4851,337,2.47E-09,7.50E-11
556,1,90,60,1,67,120,0.05,40,297,2,1,336,'***','***',0,0,0,56.7208,337,2.47E-09,3.17E-11
557,1,90,60,1,67,120,0.05,40,297,2,20,317,'***','***',0,0,0,56.7208,337,2.47E-09,3.16E-11
558,1,90,60,1,67,120,0.05,40,297,2,40,297,'***','***',0,0,0,56.7208,337,2.47E-09,3.00E-11
559,1,90,60,1,67,120,0.05,40,297,2,60,277,'***','***',0,0,0,56.7208,337,2.47E-09,1.73E-11
560,1,90,60,1,67,120,0.05,40,297,2,80,257,'***','***',0,0,0,56.7208,337,2.47E-09,5.81E-12
561,1,90,60,1,67,120,0.05,40,297,3,1,336,'***','***',0,0,0,57.603,337,2.47E-09,5.87E-11
